game_id,game_name,description,occasion,genre,game_type,age_group,items_needed,difficulty,duration_minutes,min_players,max_players,setup_time_minutes,cleanup_time_minutes,energy_level,venue_type,cultural_origin,rules,variations,safety_considerations,tags_keywords,cost_estimation,facilitator_required,venue_suitability,popularity_rating,customization_options,rental_availability,source_reference,feedback_summary,last_updated,dressing_style,most_popular_area
G051,Rangoli Rush,"Rangoli Rush is a creative design competition where players craft colorful rangolis. It’s perfect for festivals and family events, especially among women and elders.",Festival;Family,Traditional,Individual,Adults (18+)/Seniors,"Rangoli powders, stencils","Easy",20,1,1,5,3,Low,Indoor/Outdoor,South India,"Design intricate patterns on the ground; judged on creativity and symmetry.","Themes can be traditional or modern.","Ensure safe, non-slip surfaces.","creative, cultural, artistic",0,No,Indoor or courtyard,4.6,"Color palette customization available","No","Traditional art","Highly admired during Diwali.",2025-04-06,"Ethnic, Festive",Tamil Nadu
G052,Balloon Relay,"Balloon Relay is a fast-paced team game where players pass a balloon between body parts without using hands. Great for kids and families.",Family;Birthday,Modern,Team,Kids (5-12)/Family,"Balloons","Easy",10,4,20,2,2,High,Outdoor,Pan India,"Teams pass a balloon using only elbows or knees; dropping it incurs a penalty.","Can include relay races or obstacle courses.","Use non-allergenic balloons and clear space.","energetic, fun, party",3,No,Open field,4.1,"Relay style adjustments possible","Yes","Modern game","Popular at birthday parties.",2025-04-06,"Casual, Trendy",Rajasthan
G053,Puppet Pantomime,"Puppet Pantomime is a creative acting game where participants use puppets to enact short skits. Ideal for children and family events.",Family;Birthday,Traditional,Group,Kids (5-12)/Family,"Puppets, simple props","Easy",20,4,15,5,3,Low,Indoor,Pan India,"Perform a short skit using puppets; judges or audience vote for the best performance.","Can be played as a competition or casual fun.","Ensure puppets are safe for all ages.","creative, theatrical, fun",0,Yes,Indoor hall,4.3,"Script and puppet design customizable","Yes","Theatrical","Well-received in community centers.",2025-04-06,"Casual, Festive",Kerala
G054,Marble Maze II,"Marble Maze II is an advanced variant where players navigate a maze by tilting a board. Designed for teens and adults, it enhances problem-solving and dexterity.",Corporate;School,Modern,Solo,Teens (13-17)/Adults (18+),"Tilt board, marbles","Hard",20,1,1,10,5,Low,Indoor,Pan India,"Tilt the board to guide the marble through a maze without falling off; time is measured.","Digital versions available for training.","Ensure the board is stable and free of sharp edges.","challenging, modern, strategic",10,No,Indoor,4.4,"Board complexity can be adjusted","No","Modern game","Gaining popularity in tech schools.",2025-04-06,"Formal, Trendy",Bengal
G055,Ring Toss Royale,"Ring Toss Royale is a carnival-style game where players toss rings onto pegs. Ideal for children and families, it enhances hand-eye coordination.",Family;Carnival,Traditional,Group,Kids (5-12)/Family,"Rings, pegs","Easy",10,2,10,2,2,Low,Outdoor,Pan India,"Aim and toss rings to hook them onto pegs; score is based on peg difficulty.","Variants include timed rounds.","Ensure pegs are securely fixed and rings are soft.","fun, carnival, traditional",2,No,Outdoor,4.2,"Peg arrangement can be modified","Yes","Carnival game","A staple at local fairs.",2025-04-06,"Casual, Festive",Maharashtra
G056,Chalk Football,"Chalk Football is a street version of football drawn with chalk on the ground. It is perfect for neighborhoods and schoolyards, engaging kids and teens.",School;Neighborhood,Sport,Team,Kids (5-12)/Teens (13-17),"Chalk, ball","Easy",15,4,10,5,3,High,Outdoor,Pan India,"Draw a football field with chalk and play with a soft ball; simplified rules apply.","Variations include penalty shootouts.","Ensure the drawing surface is safe and even.","street, energetic, fun",0,No,Sidewalk,4.1,"Field dimensions adjustable","No","Street game","Beloved in urban colonies.",2025-04-06,"Casual, Trendy",Delhi
G057,Paper Boat Regatta,"Paper Boat Regatta is a creative contest where players make paper boats and race them in water. Suitable for families and community events.",Festival;Family,Modern,Solo,Kids (5-12)/Family,"Paper, markers, water container","Easy",15,1,6,5,3,Low,Outdoor,Pan India,"Design and float your paper boat in a container; the farthest travel wins.","Themes can include festival motifs.","Ensure water is clean and safe for play.","creative, fun, innovative",1,No,Outdoor pond,4.2,"Boat design customizable","No","DIY game","A hit during summer fairs.",2025-04-06,"Casual, Trendy",Rajasthan
G058,Chain Reaction II,"Chain Reaction II revisits the word-chain game with regional twists. Perfect for school or family gatherings, it builds vocabulary and quick thinking.",School;Family,Modern,Group,Kids (5-12)/Teens (13-17),"None","Easy",20,2,10,5,3,Low,Indoor,Pan India,"Players add words to a chain based on the ending syllable; regional dialects may be used.","Can incorporate themed rounds.","Encourage respectful language usage.","educational, cultural, fun",0,No,Classroom,4.3,"Themes and rules customizable","No","Modern twist","Used widely in language classes.",2025-04-06,"Casual, Trendy",Delhi
G059,Chidiya Udd,"Chidiya Udd (Birds Fly) is a fun outdoor game where players mimic birds in flight and try to 'fly' to safe zones. Great for kids and families.",Family;School,Traditional,Group,Kids (5-12)/Family,"None","Easy",10,4,20,2,2,Moderate,Outdoor,Pan India,"Players run from one safe zone to another while mimicking bird flight; last one caught loses.","Variations include different bird sounds for clues.","Ensure play area is clear of hazards.","energetic, playful, traditional",0,No,Open area,4.0,"Safe zone layout adjustable","No","Traditional","A nostalgic game across villages.",2025-04-06,"Casual, Ethnic",Uttar Pradesh
G060,Thapki Challenge,"Thapki Challenge is a mimicry game where players replicate a leader’s gestures in rapid succession. It is ideal for family and community events, promoting laughter and quick reflexes.",Family;Wedding,Modern,Group,Family (all ages),"None","Easy",15,4,30,3,2,Moderate,Indoor/Outdoor,Pan India,"One leader performs gestures while others mimic; the best mimic wins.", "Can be played in elimination rounds.","Ensure a safe space free from obstacles.","fun, interactive, mimicry",0,No,Open hall,4.4,"Gesture sets customizable","No","Modern game","A favorite at weddings.",2025-04-06,"Casual, Trendy",Maharashtra
G061,Chauka Bara Blitz,"Chauka Bara Blitz is a fast-paced board game based on ancient dice games. Perfect for adults and teens, it blends luck with strategy.",Family;Corporate,Traditional,Board,Teens (13-17)/Adults (18+),"Chauka Bara board, dice","Medium",25,2,4,5,5,Low,Indoor,North India,"Players roll dice to advance pieces on a board; reaching the end wins.","Variations include power-ups and shortcuts.","Ensure dice and board are kept clean.","strategic, traditional, competitive",0,No,Indoor,4.3,"Board design variations available","No","Traditional","A revered classic in many households.",2025-04-06,"Formal, Traditional",Punjab
G062,Sapno Ki Udaan,"Sapno Ki Udaan is an imaginative game where players create short stories or dreams based on visual prompts. Ideal for creative minds of all ages.",Family;School,Modern,Group,Kids (5-12)/Teens (13-17),"Images, cards, markers","Easy",20,2,10,5,3,Low,Indoor,Pan India,"Players draw a card and build a story around it; judged on creativity and coherence.","Digital prompts can be used for variations.","Encourage a respectful and creative environment.","creative, storytelling, modern",0,No,Classroom,4.5,"Themes can be customized","No","Modern game","A hit in creative workshops.",2025-04-06,"Casual, Trendy",Delhi
G063,Channapatna Chase,"Channapatna Chase is a playful pursuit game inspired by traditional toy markets. It suits kids and teens, enhancing agility and fun.",School;Family,Traditional,Team,Kids (5-12)/Teens (13-17),"None","Medium",15,4,12,3,3,High,Outdoor,South India,"Players chase each other while collecting colorful tokens; fastest team wins.","Can be played as a relay race.","Ensure the play area is free of obstacles.","energetic, playful, traditional",0,No,Playground,4.2,"Token collection rules customizable","No","Local game","Cherished in toy markets.",2025-04-06,"Casual, Ethnic",Karnataka
G064,Paatal Path,"Paatal Path is a treasure hunt game where clues are hidden across a designated area. Best for teens and adults, it encourages exploration and teamwork.",Corporate;Outdoor,Modern,Team,Teens (13-17)/Adults (18+),"Clue cards, map, small tokens","Medium",30,4,20,10,5,Moderate,Outdoor,Pan India,"Teams follow clues to reach a treasure; hints are provided along the way.","Can be themed for different events.","Ensure the search area is secure and well-supervised.","adventurous, strategic, fun",0,Yes,Outdoor area,4.4,"Clue complexity adjustable","No","Modern adventure","Popular in corporate team events.",2025-04-06,"Casual, Trendy",Delhi
G065,Matki Balancing Act,"Matki Balancing Act challenges players to balance a clay pot on their head while performing simple tasks. It’s designed for adults and family events.",Family;Festival,Traditional,Individual,Adults (18+)/Family,"Clay pot","Easy",10,1,6,3,2,Low,Indoor/Outdoor,North India,"Players balance a pot and complete a small obstacle course; steady hands win.","Variations include relay races.","Ensure the pot is not too heavy and the course is safe.","fun, traditional, balance",0,No,Indoor or open space,4.1,"Course design customizable","No","Traditional","A light-hearted game during festivals.",2025-04-06,"Ethnic, Casual",Uttar Pradesh
G066,Chauka Express,"Chauka Express is a race-style board game where speed and strategy are combined. It’s ideal for teens and adults looking for a competitive edge.",Corporate;Family,Traditional,Board,Teens (13-17)/Adults (18+),"Board, dice, tokens","Medium",20,2,4,5,3,Low,Indoor,North India,"Players quickly move their pieces based on dice rolls; fastest to finish wins.","Time-based variants available.","Keep board components intact for longevity.","competitive, fast-paced, strategic",0,No,Indoor,4.2,"Token and board customization available","No","Traditional","Gaining popularity in game nights.",2025-04-06,"Formal, Traditional",Punjab
G067,Chaat Chirp,"Chaat Chirp is a fast-paced food quiz game that involves guessing ingredients of popular chaat dishes. Perfect for food festivals and family dinners.",Festival;Corporate,Modern,Group,Teens (13-17)/Adults (18+),"Question cards, buzzer","Easy",15,4,12,3,2,Low,Indoor,Pan India,"Teams answer questions about regional chaat recipes; the quickest correct answer scores.","Digital integration for instant scoring available.","Maintain a hygienic setup for food-themed games.","culinary, quiz, fun",0,Yes,Indoor,4.3,"Question difficulty adjustable","No","Modern quiz","A hit among foodies.",2025-04-06,"Casual, Trendy",Maharashtra
G068,Rangoli Relay,"Rangoli Relay is a team game where groups compete to create the best rangoli design under time pressure. It promotes creativity and cultural expression.",Festival;Family,Traditional,Team,Adults (18+)/Family,"Rangoli powders, stencils","Easy",20,4,20,5,3,Low,Indoor/Outdoor,South India,"Teams work together to create a rangoli based on a given theme; judged on creativity.","Can be adapted for competitive or casual play.","Ensure safe, non-slip surfaces.","cultural, artistic, team",0,Yes,Indoor hall or courtyard,4.5,"Design themes customizable","No","Traditional art","A favorite during cultural festivals.",2025-04-06,"Ethnic, Festive",Tamil Nadu
G069,Bubble Burst,"Bubble Burst is a lively game where players chase and pop bubbles. Ideal for young kids and family picnics, it adds spontaneous joy and activity.",Family;Birthday,Modern,Group,Kids (5-12)/Family,"Bubble solution, wand","Easy",10,4,20,2,2,High,Outdoor,Pan India,"Players run around popping bubbles; last one to pop loses the round.","Variations include bubble size challenges.","Watch for slippery surfaces when wet.","energetic, fun, light-hearted",0,No,Outdoor,4.0,"Bubble solution types customizable","No","Modern game","A hit in parks and picnics.",2025-04-06,"Casual, Trendy",Rajasthan
